S60.00XA@Contusion of unsp finger without damage to nail, init encntr
S62.657K@Nondisp fx of med phalanx of l lit fngr, 7thK
S62.657P@Nondisp fx of med phalanx of l lit fngr, 7thP
S62.657S@Nondisp fx of medial phalanx of left little finger, sequela
S62.658A@Nondisp fx of medial phalanx of oth finger, init for clos fx
S62.658B@Nondisp fx of medial phalanx of oth finger, init for opn fx
S62.658D@Nondisp fx of med phalanx of fngr, subs for fx w routn heal
S62.658G@Nondisp fx of med phalanx of fngr, subs for fx w delay heal
S62.658K@Nondisp fx of medial phalanx of fngr, subs for fx w nonunion
S62.658P@Nondisp fx of medial phalanx of fngr, subs for fx w malunion
S62.658S@Nondisp fx of medial phalanx of other finger, sequela
S62.659A@Nondisp fx of medial phalanx of unsp finger, init
S62.659B@Nondisp fx of medial phalanx of unsp finger, init for opn fx
S62.659D@Nondisp fx of med phalanx of unsp fngr, 7thD
S62.659G@Nondisp fx of med phalanx of unsp fngr, 7thG
S62.659K@Nondisp fx of med phalanx of unsp fngr, 7thK
S62.659P@Nondisp fx of med phalanx of unsp fngr, 7thP
S62.659S@Nondisp fx of medial phalanx of unspecified finger, sequela
S62.660A@Nondisp fx of distal phalanx of right index finger, init
S62.660B@Nondisp fx of distal phalanx of r idx fngr, init for opn fx
S62.660D@Nondisp fx of dist phalanx of r idx fngr, 7thD
S62.660G@Nondisp fx of dist phalanx of r idx fngr, 7thG
S62.660K@Nondisp fx of dist phalanx of r idx fngr, 7thK
S62.660P@Nondisp fx of dist phalanx of r idx fngr, 7thP
S62.660S@Nondisp fx of distal phalanx of right index finger, sequela
S62.661A@Nondisp fx of distal phalanx of left index finger, init
S62.661B@Nondisp fx of distal phalanx of l idx fngr, init for opn fx
S62.661D@Nondisp fx of dist phalanx of l idx fngr, 7thD
S62.661G@Nondisp fx of dist phalanx of l idx fngr, 7thG
S62.661K@Nondisp fx of dist phalanx of l idx fngr, 7thK
S62.661P@Nondisp fx of dist phalanx of l idx fngr, 7thP
S62.661S@Nondisp fx of distal phalanx of left index finger, sequela
S62.662A@Nondisp fx of distal phalanx of right middle finger, init
S62.662B@Nondisp fx of dist phalanx of r mid finger, init for opn fx
S62.662D@Nondisp fx of dist phalanx of r mid fngr, 7thD
S62.662G@Nondisp fx of dist phalanx of r mid fngr, 7thG
S62.662K@Nondisp fx of dist phalanx of r mid fngr, 7thK
S62.662P@Nondisp fx of dist phalanx of r mid fngr, 7thP
S62.662S@Nondisp fx of distal phalanx of right middle finger, sequela
S62.663A@Nondisp fx of distal phalanx of left middle finger, init
S62.663B@Nondisp fx of dist phalanx of l mid finger, init for opn fx
S62.663D@Nondisp fx of dist phalanx of l mid fngr, 7thD
S62.663G@Nondisp fx of dist phalanx of l mid fngr, 7thG
S62.663K@Nondisp fx of dist phalanx of l mid fngr, 7thK
S62.663P@Nondisp fx of dist phalanx of l mid fngr, 7thP
S62.663S@Nondisp fx of distal phalanx of left middle finger, sequela
S62.664A@Nondisp fx of distal phalanx of right ring finger, init
S62.664B@Nondisp fx of distal phalanx of r rng fngr, init for opn fx
S62.664D@Nondisp fx of dist phalanx of r rng fngr, 7thD
S62.664G@Nondisp fx of dist phalanx of r rng fngr, 7thG
S62.664K@Nondisp fx of dist phalanx of r rng fngr, 7thK
S62.664P@Nondisp fx of dist phalanx of r rng fngr, 7thP
S62.664S@Nondisp fx of distal phalanx of right ring finger, sequela
S62.665A@Nondisp fx of distal phalanx of left ring finger, init
S62.665B@Nondisp fx of distal phalanx of l rng fngr, init for opn fx
S62.665D@Nondisp fx of dist phalanx of l rng fngr, 7thD
S62.665G@Nondisp fx of dist phalanx of l rng fngr, 7thG
S62.665K@Nondisp fx of dist phalanx of l rng fngr, 7thK
S62.665P@Nondisp fx of dist phalanx of l rng fngr, 7thP
S62.665S@Nondisp fx of distal phalanx of left ring finger, sequela
S62.666A@Nondisp fx of distal phalanx of right little finger, init
S62.666B@Nondisp fx of dist phalanx of r little fngr, init for opn fx
S62.666D@Nondisp fx of dist phalanx of r lit fngr, 7thD
S62.666G@Nondisp fx of dist phalanx of r lit fngr, 7thG
S62.666K@Nondisp fx of dist phalanx of r lit fngr, 7thK
S62.666P@Nondisp fx of dist phalanx of r lit fngr, 7thP
S62.666S@Nondisp fx of distal phalanx of right little finger, sequela
S62.667A@Nondisp fx of distal phalanx of left little finger, init
S62.667B@Nondisp fx of dist phalanx of l little fngr, init for opn fx
S62.667D@Nondisp fx of dist phalanx of l lit fngr, 7thD
S62.667G@Nondisp fx of dist phalanx of l lit fngr, 7thG
S62.667K@Nondisp fx of dist phalanx of l lit fngr, 7thK
S62.667P@Nondisp fx of dist phalanx of l lit fngr, 7thP
S62.667S@Nondisp fx of distal phalanx of left little finger, sequela
S62.668A@Nondisp fx of distal phalanx of oth finger, init for clos fx
S62.668B@Nondisp fx of distal phalanx of oth finger, init for opn fx
S62.668D@Nondisp fx of dist phalanx of fngr, subs for fx w routn heal
S62.668G@Nondisp fx of dist phalanx of fngr, subs for fx w delay heal
S62.668K@Nondisp fx of dist phalanx of finger, subs for fx w nonunion
S62.668P@Nondisp fx of dist phalanx of finger, subs for fx w malunion
S62.668S@Nondisp fx of distal phalanx of other finger, sequela
S62.669A@Nondisp fx of distal phalanx of unsp finger, init
S62.669B@Nondisp fx of distal phalanx of unsp finger, init for opn fx
S62.669D@Nondisp fx of dist phalanx of unsp fngr, 7thD
S62.669G@Nondisp fx of dist phalanx of unsp fngr, 7thG
S62.669K@Nondisp fx of dist phalanx of unsp fngr, 7thK
S62.669P@Nondisp fx of dist phalanx of unsp fngr, 7thP
S62.669S@Nondisp fx of distal phalanx of unspecified finger, sequela
S62.90XA@Unsp fracture of unsp wrist and hand, init for clos fx
S62.90XB@Unsp fracture of unsp wrist and hand, init for opn fx
S62.90XD@Unsp fracture of unsp wrs/hnd, subs for fx w routn heal
S62.90XG@Unsp fracture of unsp wrs/hnd, subs for fx w delay heal
S62.90XK@Unsp fracture of unsp wrist and hand, subs for fx w nonunion
S62.90XP@Unsp fracture of unsp wrist and hand, subs for fx w malunion
S62.90XS@Unspecified fracture of unspecified wrist and hand, sequela
S62.91XA@Unsp fracture of right wrist and hand, init for clos fx
S62.91XB@Unsp fracture of right wrist and hand, init for opn fx
S62.91XD@Unsp fracture of right wrs/hnd, subs for fx w routn heal
S62.91XG@Unsp fracture of right wrs/hnd, subs for fx w delay heal
S62.91XK@Unsp fracture of right wrs/hnd, subs for fx w nonunion
S62.91XP@Unsp fracture of right wrs/hnd, subs for fx w malunion
S62.91XS@Unspecified fracture of right wrist and hand, sequela
S62.92XA@Unsp fracture of left wrist and hand, init for clos fx
S62.92XB@Unsp fracture of left wrist and hand, init for opn fx
S62.92XD@Unsp fracture of left wrs/hnd, subs for fx w routn heal
S62.92XG@Unsp fracture of left wrs/hnd, subs for fx w delay heal
S62.92XK@Unsp fracture of left wrist and hand, subs for fx w nonunion
S62.92XP@Unsp fracture of left wrist and hand, subs for fx w malunion
S62.92XS@Unspecified fracture of left wrist and hand, sequela
S63.001A@Unspecified subluxation of right wrist and hand, init encntr
S63.001D@Unspecified subluxation of right wrist and hand, subs encntr
S63.001S@Unspecified subluxation of right wrist and hand, sequela
S63.002A@Unspecified subluxation of left wrist and hand, init encntr
S63.002D@Unspecified subluxation of left wrist and hand, subs encntr
S63.002S@Unspecified subluxation of left wrist and hand, sequela
S63.003A@Unsp subluxation of unspecified wrist and hand, init encntr
S63.003D@Unsp subluxation of unspecified wrist and hand, subs encntr
S63.003S@Unsp subluxation of unspecified wrist and hand, sequela
S63.004A@Unspecified dislocation of right wrist and hand, init encntr
S63.004D@Unspecified dislocation of right wrist and hand, subs encntr
S63.004S@Unspecified dislocation of right wrist and hand, sequela
S63.005A@Unspecified dislocation of left wrist and hand, init encntr
S63.005D@Unspecified dislocation of left wrist and hand, subs encntr
S63.005S@Unspecified dislocation of left wrist and hand, sequela
S63.006A@Unsp dislocation of unspecified wrist and hand, init encntr
S63.006D@Unsp dislocation of unspecified wrist and hand, subs encntr
S63.006S@Unsp dislocation of unspecified wrist and hand, sequela
S63.011A@Subluxation of distal radioulnar joint of right wrist, init
S63.011D@Subluxation of distal radioulnar joint of right wrist, subs
S63.011S@Subluxation of distal radioulnar joint of r wrist, sequela
S63.012A@Subluxation of distal radioulnar joint of left wrist, init
S63.012D@Subluxation of distal radioulnar joint of left wrist, subs
S63.012S@Sublux of distal radioulnar joint of left wrist, sequela
S63.013A@Subluxation of distal radioulnar joint of unsp wrist, init
S63.013D@Subluxation of distal radioulnar joint of unsp wrist, subs
S63.013S@Sublux of distal radioulnar joint of unsp wrist, sequela
S63.014A@Dislocation of distal radioulnar joint of right wrist, init
S63.014D@Dislocation of distal radioulnar joint of right wrist, subs
S63.014S@Disloc of distal radioulnar joint of right wrist, sequela
S63.015A@Dislocation of distal radioulnar joint of left wrist, init
S63.015D@Dislocation of distal radioulnar joint of left wrist, subs
S63.015S@Disloc of distal radioulnar joint of left wrist, sequela
S63.016A@Dislocation of distal radioulnar joint of unsp wrist, init
S63.016D@Dislocation of distal radioulnar joint of unsp wrist, subs
S63.016S@Disloc of distal radioulnar joint of unsp wrist, sequela
S63.021A@Subluxation of radiocarpal joint of right wrist, init encntr
S63.021D@Subluxation of radiocarpal joint of right wrist, subs encntr
S63.021S@Subluxation of radiocarpal joint of right wrist, sequela
S63.022A@Subluxation of radiocarpal joint of left wrist, init encntr
S63.022D@Subluxation of radiocarpal joint of left wrist, subs encntr
S63.022S@Subluxation of radiocarpal joint of left wrist, sequela
S63.023A@Subluxation of radiocarpal joint of unsp wrist, init encntr
S63.023D@Subluxation of radiocarpal joint of unsp wrist, subs encntr
S63.023S@Subluxation of radiocarpal joint of unsp wrist, sequela
S63.024A@Dislocation of radiocarpal joint of right wrist, init encntr
S63.024D@Dislocation of radiocarpal joint of right wrist, subs encntr
S63.024S@Dislocation of radiocarpal joint of right wrist, sequela
S63.025A@Dislocation of radiocarpal joint of left wrist, init encntr
S63.025D@Dislocation of radiocarpal joint of left wrist, subs encntr
S63.025S@Dislocation of radiocarpal joint of left wrist, sequela
S63.026A@Dislocation of radiocarpal joint of unsp wrist, init encntr
S63.026D@Dislocation of radiocarpal joint of unsp wrist, subs encntr
S63.026S@Dislocation of radiocarpal joint of unsp wrist, sequela
S63.031A@Subluxation of midcarpal joint of right wrist, init encntr
S63.031D@Subluxation of midcarpal joint of right wrist, subs encntr
S63.031S@Subluxation of midcarpal joint of right wrist, sequela
S63.032A@Subluxation of midcarpal joint of left wrist, init encntr
S63.032D@Subluxation of midcarpal joint of left wrist, subs encntr
S63.032S@Subluxation of midcarpal joint of left wrist, sequela
S63.033A@Subluxation of midcarpal joint of unsp wrist, init encntr
S63.033D@Subluxation of midcarpal joint of unsp wrist, subs encntr
S63.033S@Subluxation of midcarpal joint of unspecified wrist, sequela
S63.034A@Dislocation of midcarpal joint of right wrist, init encntr
S63.034D@Dislocation of midcarpal joint of right wrist, subs encntr
S63.034S@Dislocation of midcarpal joint of right wrist, sequela
S63.035A@Dislocation of midcarpal joint of left wrist, init encntr
S63.035D@Dislocation of midcarpal joint of left wrist, subs encntr
S63.035S@Dislocation of midcarpal joint of left wrist, sequela
S63.036A@Dislocation of midcarpal joint of unsp wrist, init encntr
S63.036D@Dislocation of midcarpal joint of unsp wrist, subs encntr
S63.036S@Dislocation of midcarpal joint of unspecified wrist, sequela
S63.041A@Subluxation of carpometacarpal joint of right thumb, init
S63.041D@Subluxation of carpometacarpal joint of right thumb, subs
S63.041S@Subluxation of carpometacarpal joint of right thumb, sequela
S63.042A@Subluxation of carpometacarpal joint of left thumb, init
S63.042D@Subluxation of carpometacarpal joint of left thumb, subs
S63.042S@Subluxation of carpometacarpal joint of left thumb, sequela
S63.043A@Subluxation of carpometacarpal joint of unsp thumb, init
S63.043D@Subluxation of carpometacarpal joint of unsp thumb, subs
S63.043S@Subluxation of carpometacarpal joint of unsp thumb, sequela
S63.044A@Dislocation of carpometacarpal joint of right thumb, init
S63.044D@Dislocation of carpometacarpal joint of right thumb, subs
S63.044S@Dislocation of carpometacarpal joint of right thumb, sequela
S63.045A@Dislocation of carpometacarpal joint of left thumb, init
S63.045D@Dislocation of carpometacarpal joint of left thumb, subs
S63.045S@Dislocation of carpometacarpal joint of left thumb, sequela
S63.046A@Dislocation of carpometacarpal joint of unsp thumb, init
S63.046D@Dislocation of carpometacarpal joint of unsp thumb, subs
S63.046S@Dislocation of carpometacarpal joint of unsp thumb, sequela
S63.051A@Subluxation of oth carpometacarpal joint of right hand, init
S63.051D@Subluxation of oth carpometacarpal joint of right hand, subs
S63.051S@Subluxation of carpometacarpal joint of right hand, sequela
S63.052A@Subluxation of oth carpometacarpal joint of left hand, init
S63.052D@Subluxation of oth carpometacarpal joint of left hand, subs
S63.052S@Subluxation of carpometacarpal joint of left hand, sequela
S63.053A@Subluxation of oth carpometacarpal joint of unsp hand, init
S63.053D@Subluxation of oth carpometacarpal joint of unsp hand, subs
S63.053S@Subluxation of carpometacarpal joint of unsp hand, sequela
S63.054A@Dislocation of oth carpometacarpal joint of right hand, init
S63.054D@Dislocation of oth carpometacarpal joint of right hand, subs
S63.054S@Dislocation of carpometacarpal joint of right hand, sequela
S63.055A@Dislocation of oth carpometacarpal joint of left hand, init
S63.055D@Dislocation of oth carpometacarpal joint of left hand, subs
S63.055S@Dislocation of carpometacarpal joint of left hand, sequela
S63.056A@Dislocation of oth carpometacarpal joint of unsp hand, init
S63.056D@Dislocation of oth carpometacarpal joint of unsp hand, subs
S63.056S@Dislocation of carpometacarpal joint of unsp hand, sequela
S63.061A@Sublux of MC (bone), proximal end of right hand, init
S63.061D@Sublux of MC (bone), proximal end of right hand, subs
S63.061S@Sublux of MC (bone), proximal end of right hand, sequela
S63.062A@Sublux of metacarpal (bone), proximal end of left hand, init
S63.062D@Sublux of metacarpal (bone), proximal end of left hand, subs
S63.062S@Sublux of MC (bone), proximal end of left hand, sequela
S63.063A@Sublux of metacarpal (bone), proximal end of unsp hand, init
S63.063D@Sublux of metacarpal (bone), proximal end of unsp hand, subs
S63.063S@Sublux of MC (bone), proximal end of unsp hand, sequela
S63.064A@Disloc of MC (bone), proximal end of right hand, init
S63.064D@Disloc of MC (bone), proximal end of right hand, subs
S63.064S@Disloc of MC (bone), proximal end of right hand, sequela
S63.065A@Disloc of metacarpal (bone), proximal end of left hand, init
S63.065D@Disloc of metacarpal (bone), proximal end of left hand, subs
S63.065S@Disloc of MC (bone), proximal end of left hand, sequela
S63.066A@Disloc of metacarpal (bone), proximal end of unsp hand, init
S63.066D@Disloc of metacarpal (bone), proximal end of unsp hand, subs
S63.066S@Disloc of MC (bone), proximal end of unsp hand, sequela
S63.071A@Subluxation of distal end of right ulna, initial encounter
S63.071D@Subluxation of distal end of right ulna, subs encntr
S63.071S@Subluxation of distal end of right ulna, sequela
S63.072A@Subluxation of distal end of left ulna, initial encounter
S63.072D@Subluxation of distal end of left ulna, subsequent encounter
S63.072S@Subluxation of distal end of left ulna, sequela
S63.073A@Subluxation of distal end of unspecified ulna, init encntr
S63.073D@Subluxation of distal end of unspecified ulna, subs encntr
S63.073S@Subluxation of distal end of unspecified ulna, sequela
S63.074A@Dislocation of distal end of right ulna, initial encounter
S63.074D@Dislocation of distal end of right ulna, subs encntr
S63.074S@Dislocation of distal end of right ulna, sequela
S63.075A@Dislocation of distal end of left ulna, initial encounter
S63.075D@Dislocation of distal end of left ulna, subsequent encounter
S63.075S@Dislocation of distal end of left ulna, sequela
S63.076A@Dislocation of distal end of unspecified ulna, init encntr
S63.076D@Dislocation of distal end of unspecified ulna, subs encntr
S63.076S@Dislocation of distal end of unspecified ulna, sequela
S63.091A@Other subluxation of right wrist and hand, initial encounter
S63.091D@Other subluxation of right wrist and hand, subs encntr
S63.091S@Other subluxation of right wrist and hand, sequela
S63.092A@Other subluxation of left wrist and hand, initial encounter
S63.092D@Other subluxation of left wrist and hand, subs encntr
S63.092S@Other subluxation of left wrist and hand, sequela
S63.093A@Other subluxation of unspecified wrist and hand, init encntr
S63.093D@Other subluxation of unspecified wrist and hand, subs encntr
S63.093S@Other subluxation of unspecified wrist and hand, sequela
S63.094A@Other dislocation of right wrist and hand, initial encounter
S63.094D@Other dislocation of right wrist and hand, subs encntr
S63.094S@Other dislocation of right wrist and hand, sequela
S63.095A@Other dislocation of left wrist and hand, initial encounter
S63.095D@Other dislocation of left wrist and hand, subs encntr
S63.095S@Other dislocation of left wrist and hand, sequela
S63.096A@Other dislocation of unspecified wrist and hand, init encntr
S63.096D@Other dislocation of unspecified wrist and hand, subs encntr
